1982,5690
5690,6879
3286,7009
6879,7009
151,1573
1573,1870
1870,6536
2176,6536
6536,8675
7009,8675
7340,8675
1138,5844
1843,9108
4480,9108
5844,9108
8675,9108
1672,8123
7339,8123
4231,8807
8123,8807
4059,7991
7952,7991
6855,-1
7979,-1
7991,-1
8807,-1
9108,-1
9228,-1
9395,-1
9909,-1
952,4557
2434,4557
4557,8514
1522,5178
5178,6212
6212,7228
1357,4181
4181,6159
3561,4996
4996,8068
5879,8068
6159,8068
7228,8068
8068,9054
8514,9054
393,8204
833,1687
36,7621
1687,7621
3631,9521
7621,9521
8204,9521
9054,9521
2825,6340
2448,3475
3475,6675
6340,6675
2288,2599
1609,4468
2599,4468
972,5023
4468,5023
5023,5348
2723,7987
5348,7987
6675,7987
2683,4966
4966,7202
5994,7202
5558,6296
6217,6296
4642,5223
5223,9977
6296,9977
7202,9977
7987,9977
8689,9977
9521,9977
1607,6730
1297,9839
6730,9839
1926,6992
6992,8065
8065,9563
1240,2146
2146,4965
2166,7972
4965,7972
337,1769
1769,9136
7972,9136
4000,5494
5494,9609
9136,9609
9563,9609
7905,9842
9609,9842
9839,9842
9297,9567
5224,6274
3621,4098
4098,4842
4842,8546
6274,8546
1033,7747
1837,7747
1892,5276
2079,5276
1987,9642
5029,9642
5276,9642
7747,9642
8546,9642
9567,9642
2221,5786
1294,5968
5786,5968
5968,7222
5745,9043
7222,9043
8595,9043
640,3863
3863,8328
1382,-1
6092,-1
8328,-1
9043,-1
9642,-1
9842,-1
9977,-1
4174,7717
1049,6513
268,3958
2611,4744
3958,4744
4744,7414
6513,7414
7414,7680
2635,3037
3037,4687
3894,5144
4687,5144
1454,3880
3880,6653
5144,6653
4427,6651
6607,6651
5262,9185
6651,9185
6653,9185
7680,9185
7717,9185
8799,9185
2326,2537
2445,2537
586,4943
2537,4943
4943,7571
2769,3530
1495,1860
849,5119
1860,5119
3530,5119
1485,4210
1042,8973
4210,8973
5119,8973
5913,8973
7571,8973
4173,7103
5192,6101
6101,7055
3369,8177
7055,8177
7103,8177
1887,9894
8177,9894
8973,9894
9185,9894
5026,5231
5231,9462
4533,7712
7712,8440
2534,3036
3036,8244
213,5986
3327,5498
163,5435
1894,5435
885,7623
5435,7623
5498,7623
5986,7623
5379,6965
3413,4632
2775,3722
3722,5407
3727,5407
4632,5407
5407,7103
6965,7103
7103,9508
7623,9508
8244,9508
8440,9508
9462,9508
776,8660
7022,8660
8047,8660
2930,7493
628,8080
7493,8080
220,7352
5191,6995
2261,7550
6995,7550
7352,7550
7550,9872
8080,9872
8660,9872
9508,9872
770,6669
4078,6669
2240,-1
3588,-1
6669,-1
7057,-1
7963,-1
9872,-1
9894,-1
2007,9523
1438,7773
6716,7773
2830,6134
3738,6134
1207,1648
1648,3929
3929,7027
6134,7027
7027,8983
7773,8983
78,1124
1124,8026
4319,5358
767,8897
5126,8897
5358,8897
8026,8897
8846,8897
3074,4757
4757,6791
3798,5191
1998,2230
1138,5421
2230,5421
4919,5421
5191,5421
5421,6723
90,7849
6723,7849
6791,7849
1615,8651
7849,8651
908,7858
7858,9755
8651,9755
8897,9755
8983,9755
9523,9755
3728,8312
1795,9034
3198,9034
3612,9034
3890,9034
8312,9034
1777,3857
3665,4868
3857,4868
4385,4868
4868,9643
9034,9643
4826,6409
6409,9117
7423,9117
7506,9117
325,7916
7078,7916
1970,5864
2661,7513
4047,7513
5864,7513
1523,7178
554,1039
1039,1961
1961,9419
7178,9419
7513,9419
7916,9419
9117,9419
3131,9815
3885,9815
6487,9815
9419,9815
9643,9815
9755,9815
2981,8031
620,6758
739,6758
1134,9388
6758,9388
8031,9388
661,798
798,7153
1590,7153
972,9431
7153,9431
8298,9431
9388,9431
4917,8714
2771,4303
619,6995
4303,6995
3324,9020
6995,9020
8714,9020
2282,4231
4231,-1
9020,-1
9431,-1
9815,-1
